disease,drug
Ovarian Cancer,bevacizumab
Ovarian Cancer,melphalan
Ovarian Cancer,carboplatin
Ovarian Cancer,paclitaxel
Ovarian Cancer,doxorubicin liposomal
Ovarian Cancer,olaparib
Ovarian Cancer,doxorubicin
Ovarian Cancer,gemcitabine
Ovarian Cancer,cisplatin
Ovarian Cancer,methotrexate
Ovarian Cancer,topotecan
Ovarian Cancer,bevacizumab
Ovarian Cancer,melphalan
Pancreatic Cancer,gemcitabine
Pancreatic Cancer,fluorouracil
Pancreatic Cancer,capecitabine
Pancreatic Cancer,everolimus
Pancreatic Cancer,paclitaxel protein-bound
Pancreatic Cancer,pancreatin
Pancreatic Cancer,methotrexate
Pancreatic Cancer,irinotecan liposomal
Pancreatic Cancer,erlotinib
Pancreatic Cancer,bevacizumab
Pancreatic Cancer,sunitinib
Pancreatic Cancer,mitomycin
Pancreatic Cancer,streptozocin
Pancreatic Cancer,cetuximab
Pancreatic Cancer,olaparib
Pancreatic Cancer,gemcitabine
Pancreatic Cancer,fluorouracil
Pancreatic Cancer,capecitabine
Pancreatic Cancer,everolimus
Pancreatic Cancer,paclitaxel protein-bound
Pancreatic Cancer,pancreatin
Pancreatic Cancer,methotrexate
Pancreatic Cancer,irinotecan liposomal
Pancreatic Cancer,erlotinib
Pancreatic Cancer,bevacizumab
Pancreatic Cancer,sunitinib
Pancreatic Cancer,mitomycin
Pancreatic Cancer,streptozocin
Pancreatic Cancer,cetuximab
Pancreatic Cancer,olaparib
Multiple Myeloma,dexamethasone
Multiple Myeloma,thalidomide
Multiple Myeloma,cyclophosphamide
Multiple Myeloma,lenalidomide
Multiple Myeloma,bortezomib
Multiple Myeloma,carfilzomib
Multiple Myeloma,pomalidomide
Multiple Myeloma,daratumumab
Multiple Myeloma,melphalan
Multiple Myeloma,dexamethasone
Multiple Myeloma,thalidomide
Multiple Myeloma,cyclophosphamide
Multiple Myeloma,lenalidomide
Multiple Myeloma,bortezomib
Multiple Myeloma,carfilzomib
Multiple Myeloma,pomalidomide
Multiple Myeloma,daratumumab
Multiple Myeloma,melphalan
Prostate Cancer,bicalutamide
Prostate Cancer,leuprolide
Prostate Cancer,abiraterone
Prostate Cancer,enzalutamide
Prostate Cancer,degarelix
Prostate Cancer,goserelin
Prostate Cancer,docetaxel
Prostate Cancer,estradiol
Prostate Cancer,flutamide
Prostate Cancer,triptorelin
Colorectal Cancer,oxaliplatin
Colorectal Cancer,fluorouracil
Colorectal Cancer,leucovorin
Colorectal Cancer,capecitabine
Colorectal Cancer,irinotecan
Colorectal Cancer,bevacizumab
Colorectal Cancer,cetuximab
Colorectal Cancer,methotrexate
Colorectal Cancer,panitumumab
Colorectal Cancer,regorafenib
Renal Cell Carcinoma,pazopanib
Renal Cell Carcinoma,sunitinib
Renal Cell Carcinoma,axitinib
Renal Cell Carcinoma,nivolumab
Renal Cell Carcinoma,sorafenib
Renal Cell Carcinoma,everolimus
Renal Cell Carcinoma,bevacizumab
Renal Cell Carcinoma,cabozantinib
Renal Cell Carcinoma,medroxyprogesterone
Renal Cell Carcinoma,aldesleukin
Renal Cell Carcinoma,capecitabine
Renal Cell Carcinoma,temsirolimus
Renal Cell Carcinoma,lenvatinib
Renal Cell Carcinoma,pazopanib
Renal Cell Carcinoma,sunitinib
Renal Cell Carcinoma,axitinib
Renal Cell Carcinoma,nivolumab
Renal Cell Carcinoma,sorafenib
Renal Cell Carcinoma,everolimus
Renal Cell Carcinoma,bevacizumab
Renal Cell Carcinoma,cabozantinib
Renal Cell Carcinoma,medroxyprogesterone
Renal Cell Carcinoma,aldesleukin
Renal Cell Carcinoma,capecitabine
Renal Cell Carcinoma,temsirolimus
Renal Cell Carcinoma,lenvatinib
Soft Tissue Sarcoma,pazopanib
Soft Tissue Sarcoma,doxorubicin
Soft Tissue Sarcoma,methotrexate
Soft Tissue Sarcoma,trabectedin
Soft Tissue Sarcoma,olaratumab
Soft Tissue Sarcoma,pazopanib
Soft Tissue Sarcoma,doxorubicin
Soft Tissue Sarcoma,methotrexate
Soft Tissue Sarcoma,trabectedin
Soft Tissue Sarcoma,olaratumab
Squamous Cell Carcinoma,cetuximab
Squamous Cell Carcinoma,bleomycin
Squamous Cell Carcinoma,cemiplimab
Stomach Cancer,fluorouracil
Stomach Cancer,capecitabine
Stomach Cancer,doxorubicin
Stomach Cancer,mitomycin
Stomach Cancer,ramucirumab
Testicular Cancer,cisplatin
Testicular Cancer,etoposide
Testicular Cancer,bleomycin
Testicular Cancer,cyclophosphamide
Testicular Cancer,dactinomycin
Testicular Cancer,ifosfamide
Testicular Cancer,vinblastine
Testicular Cancer,cisplatin
Testicular Cancer,etoposide
Testicular Cancer,bleomycin
Testicular Cancer,cyclophosphamide
Testicular Cancer,dactinomycin
Testicular Cancer,ifosfamide
Testicular Cancer,vinblastine
Endometrial Cancer,megestrol
Endometrial Cancer,medroxyprogesterone
Endometrial Cancer,anastrozole
Endometrial Cancer,cyclophosphamide
Endometrial Cancer,pembrolizumab
Endometrial Cancer,lenvatinib
Wilms' Tumor ,paclitaxel
Wilms' Tumor ,vincristine
Wilms' Tumor ,doxorubicin
Wilms' Tumor ,cyclophosphamide
Wilms' Tumor ,dactinomycin
Cutaneous Candidiasis,nystatin
Cutaneous Candidiasis,nystatin AND triamcinolone
Cutaneous Candidiasis,clotrimazole
Cutaneous Candidiasis,ketoconazole
Cutaneous Candidiasis,miconazole
Cutaneous Candidiasis,terbinafine
Cutaneous Candidiasis,ciclopirox
Cutaneous Candidiasis,econazole
Cutaneous Candidiasis,nystatin
Cutaneous Candidiasis,nystatin AND triamcinolone
Cutaneous Candidiasis,clotrimazole
Cutaneous Candidiasis,ketoconazole
Cutaneous Candidiasis,miconazole
Cutaneous Candidiasis,terbinafine
Cutaneous Candidiasis,ciclopirox
Cutaneous Candidiasis,econazole
Oral Thrush,nystatin
Oral Thrush,fluconazole
Oral Thrush,clotrimazole
Oral Thrush,miconazole
Oral Thrush,gentian violet
Oral Thrush,ketoconazole
Oral Thrush,itraconazole
Oral Thrush,miconazole
Oral Thrush,amphotericin b
Oral Thrush,posaconazole
Vaginal Yeast Infection,fluconazole
Vaginal Yeast Infection,clotrimazole
Vaginal Yeast Infection,nystatin
Vaginal Yeast Infection,miconazole
Vaginal Yeast Infection,terconazole
Vaginal Yeast Infection,ketoconazole
Vaginal Yeast Infection,itraconazole
Vaginal Yeast Infection,tioconazole
Vaginal Yeast Infection,boric acid
Aphthous Ulcer,triamcinolone
Aphthous Ulcer,dexamethasone
Aphthous Ulcer,benzocaine
Facial Wrinkles,tazarotene
Facial Wrinkles,onabotulinumtoxinA
Facial Wrinkles,abobotulinumtoxinA
Facial Wrinkles,azficel-t
Facial Wrinkles,incobotulinumtoxinA
Auditory Processing Disorder,dexmethylphenidate
Cytokine Release Syndrome,tocilizumab
Skin or Soft Tissue Infection,cephalexin
Skin or Soft Tissue Infection,clindamycin
Skin or Soft Tissue Infection,doxycycline
Skin or Soft Tissue Infection,amoxicillin
Skin or Soft Tissue Infection,ciprofloxacin
Skin or Soft Tissue Infection,amoxicillin AND clavulanate
Skin or Soft Tissue Infection,minocycline
Skin or Soft Tissue Infection,azithromycin
Skin or Soft Tissue Infection,metronidazole
Skin or Soft Tissue Infection,clarithromycin
Skin or Soft Tissue Infection,dicloxacillin
Skin or Soft Tissue Infection,levofloxacin
Skin or Soft Tissue Infection,erythromycin
Skin or Soft Tissue Infection,cefdinir
Skin or Soft Tissue Infection,cephalexin
Skin or Soft Tissue Infection,clindamycin
Skin or Soft Tissue Infection,doxycycline
Skin or Soft Tissue Infection,amoxicillin
Skin or Soft Tissue Infection,ciprofloxacin
Skin or Soft Tissue Infection,amoxicillin AND clavulanate
Skin or Soft Tissue Infection,minocycline
Skin or Soft Tissue Infection,azithromycin
Skin or Soft Tissue Infection,metronidazole
Skin or Soft Tissue Infection,clarithromycin
Skin or Soft Tissue Infection,dicloxacillin
Skin or Soft Tissue Infection,levofloxacin
Skin or Soft Tissue Infection,erythromycin
Skin or Soft Tissue Infection,cefdinir
Cancer,carboplatin
Cancer,fluorouracil
Cancer,etoposide
Cancer,doxorubicin
Cancer,cyclophosphamide
Cancer,vincristine
Cancer,chlorambucil
Cancer,ifosfamide
Cancer,vinblastine
Cancer,dactinomycin
Cancer,topotecan
Cancer,fludarabine
Cancer,thiotepa
Prostate Cancer,bicalutamide
Prostate Cancer,leuprolide
Prostate Cancer,abiraterone
Prostate Cancer,enzalutamide
Prostate Cancer,degarelix
Prostate Cancer,goserelin
Prostate Cancer,docetaxel
Prostate Cancer,estradiol
Prostate Cancer,flutamide
Prostate Cancer,triptorelin
Breast Cancer,tamoxifen
Breast Cancer,anastrozole
Breast Cancer,letrozole
Breast Cancer,exemestane
Breast Cancer,cyclophosphamide
Breast Cancer,methotrexate
Breast Cancer,doxorubicin
Breast Cancer,paclitaxel
Breast Cancer,trastuzumab
Breast Cancer,capecitabine
Breast Cancer,everolimus
Breast Cancer,tamoxifen
Breast Cancer,anastrozole
Breast Cancer,letrozole
Breast Cancer,exemestane
Breast Cancer,cyclophosphamide
Breast Cancer,methotrexate
Breast Cancer,doxorubicin
Breast Cancer,paclitaxel
Breast Cancer,trastuzumab
Breast Cancer,capecitabine
Breast Cancer,everolimus
Cardiac Arrhythmia,isoproterenol
Echocardiography,perflutren
Echocardiography,perflutren
Hypertrophic Cardiomyopathy,nifedipine
Atherosclerosis,rosuvastatin
Multicentric Castleman’s Disease,siltuximab
Bartonellosis,rifampin
Bartonellosis,doxycycline
Bartonellosis,azithromycin
Bartonellosis,minocycline
Bartonellosis,erythromycin
Bartonellosis,rifampin
Bartonellosis,doxycycline
Bartonellosis,azithromycin
Bartonellosis,minocycline
Bartonellosis,erythromycin
Schizophrenia,risperidone
Schizophrenia,clozapine
Schizophrenia,olanzapine
Schizophrenia,quetiapine
Schizophrenia,aripiprazole
Schizophrenia,chlorpromazine
Schizophrenia,paliperidone
Schizophrenia,ziprasidone
Schizophrenia,loxapine
Urinary Tract Infection,ciprofloxacin
Urinary Tract Infection,nitrofurantoin
Urinary Tract Infection,sulfamethoxazole AND trimethoprim
Urinary Tract Infection,amoxicillin
Urinary Tract Infection,doxycycline
Urinary Tract Infection,levofloxacin
Urinary Tract Infection,ceftriaxone
Urinary Tract Infection,amoxicillin AND clavulanate
Urinary Tract Infection,cefuroxime
Urinary Tract Infection,trimethoprim
Urinary Tract Infection,methenamine
Urinary Tract Infection,ampicillin
Reflex Sympathetic Dystrophy Syndrome,gabapentin
Reflex Sympathetic Dystrophy Syndrome,trazodone
Reflex Sympathetic Dystrophy Syndrome,amitriptyline
Reflex Sympathetic Dystrophy Syndrome,nortriptyline
Reflex Sympathetic Dystrophy Syndrome,milnacipran
Reflex Sympathetic Dystrophy Syndrome,pregabalin
Reflex Sympathetic Dystrophy Syndrome,doxepin
Reflex Sympathetic Dystrophy Syndrome,carbamazepine
Hemangioma,propranolol
Berylliosis,prednisone
Berylliosis,triamcinolone
Berylliosis,cortisone
Clostridioides difficile Infection,vancomycin
Clostridioides difficile Infection,metronidazole
Clostridioides difficile Infection,fidaxomicin
Clostridioides difficile Infection,penicillin g potassium
Clostridioides difficile Infection,penicillin v potassium
Clostridioides difficile Infection,penicillin g sodium
Clostridioides difficile Infection,vancomycin
Clostridioides difficile Infection,metronidazole
Clostridioides difficile Infection,fidaxomicin
Clostridioides difficile Infection,penicillin g potassium
Clostridioides difficile Infection,penicillin v potassium
Clostridioides difficile Infection,penicillin g sodium
Celiac Disease,infliximab
Celiac Disease,infliximab
Celiac Disease,infliximab
Bacterial Skin Infection,sulfamethoxazole AND trimethoprim
Bacterial Skin Infection,bacitracin
Bacterial Skin Infection,bacitracin AND neomycin AND polymyxin b
Bacterial Skin Infection,benzalkonium chloride AND lidocaine
Bacterial Skin Infection,bacitracin AND polymyxin b
Bacterial Skin Infection,hydrocortisone AND neomycin AND polymyxin b
Bacterial Skin Infection,bacitracin AND hydrocortisone AND neomycin AND polymyxin b
Bacterial Skin Infection,fluocinolone AND neomycin
Bacterial Skin Infection,bacitracin AND neomycin AND polymyxin b AND pramoxine
Bacterial Skin Infection,neomycin AND polymyxin b AND pramoxine
Auditory Processing Disorder,dexmethylphenidate
Auditory Processing Disorder,dexmethylphenidate
Neurofibromatosis,bevacizumab
CNS Infection,cefotaxime
CNS Infection,cefotaxime
Ischemic Stroke,clopidogrel
Ischemic Stroke,aspirin
Ischemic Stroke,alteplase
Ischemic Stroke,nimodipine
Cervical Dystonia ,baclofen
Cervical Dystonia ,lorazepam
Cervical Dystonia ,onabotulinumtoxinA
Cervical Dystonia ,abobotulinumtoxinA
Cervical Dystonia ,rimabotulinumtoxinB
Cervical Dystonia ,incobotulinumtoxinA
Radiculopathy,naproxen
Radiculopathy,ibuprofen
Chronic Fatigue Syndrome,modafinil
Chronic Fatigue Syndrome,duloxetine
Chronic Fatigue Syndrome,lisdexamfetamine
Chronic Fatigue Syndrome,amantadine
Chronic Fatigue Syndrome,armodafinil
Chronic Fatigue Syndrome,modafinil
Chronic Fatigue Syndrome,duloxetine
Chronic Fatigue Syndrome,lisdexamfetamine
Chronic Fatigue Syndrome,amantadine
Chronic Fatigue Syndrome,armodafinil
Trypanosomiasis,pentamidine
Trypanosomiasis,benznidazole
Menopausal Disorders,esterified estrogens AND methyltestosterone
Menopausal Disorders,estradiol AND progesterone
Muscle Spasm ,cyclobenzaprine
Muscle Spasm ,tizanidine
Muscle Spasm ,baclofen
Muscle Spasm ,methocarbamol
Muscle Spasm ,diazepam
Muscle Spasm ,carisoprodol
Muscle Spasm ,metaxalone
Muscle Spasm ,chlorzoxazone
Muscle Spasm ,orphenadrine
Muscle Spasm ,aspirin AND caffeine AND orphenadrine
Muscle Spasm ,aspirin AND carisoprodol
Muscle Spasm ,aspirin AND carisoprodol AND codeine
Coronary Artery Disease,lisinopril
Coronary Artery Disease,amlodipine
Coronary Artery Disease,perindopril
Coronary Artery Disease,amlodipine AND atorvastatin
Coronary Artery Disease,isoxsuprine
Coronary Artery Disease,rivaroxaban
Alkylating Agent Cystitis,sodium bicarbonate
Alkylating Agent Cystitis,citric acid AND sodium citrate
Aspiration Pneumonia,prednisone
Aspiration Pneumonia,clindamycin
Aspiration Pneumonia,amoxicillin AND clavulanate
Aspiration Pneumonia,metronidazole
Aspiration Pneumonia,dexamethasone
Aspiration Pneumonia,lansoprazole
Aspiration Pneumonia,piperacillin AND tazobactam
Aspiration Pneumonia,ampicillin AND sulbactam
Aspiration Pneumonia,cefoxitin
Aspiration Pneumonia,cilastatin AND imipenem
Heart Failure ,furosemide
Heart Failure ,carvedilol
Heart Failure ,spironolactone
Heart Failure ,lisinopril
Heart Failure ,digoxin
Heart Failure ,metoprolol
Heart Failure ,isosorbide mononitrate
Heart Failure ,amlodipine
Heart Failure ,warfarin
Heart Failure ,hydralazine
ADHD ,methylphenidate
ADHD ,amphetamine AND dextroamphetamine
ADHD ,dextroamphetamine
ADHD ,clonidine
ADHD ,bupropion
ADHD ,guanfacine
ADHD ,lisdexamfetamine
ADHD ,amphetamine
ADHD ,atomoxetine
Hyperbilirubinemia,phenobarbital
High Cholesterol,atorvastatin
High Cholesterol,simvastatin
High Cholesterol,pravastatin
High Cholesterol,rosuvastatin
High Cholesterol,lovastatin
High Cholesterol,ezetimibe
High Cholesterol,gemfibrozil
High Cholesterol,niacin
High Cholesterol,ezetimibe AND simvastatin
High Cholesterol,fenofibric acid
High Cholesterol,atorvastatin
High Cholesterol,simvastatin
High Cholesterol,pravastatin
High Cholesterol,rosuvastatin
High Cholesterol,lovastatin
High Cholesterol,ezetimibe
High Cholesterol,gemfibrozil
High Cholesterol,niacin
High Cholesterol,ezetimibe AND simvastatin
High Cholesterol,fenofibric acid
High Cholesterol,atorvastatin
High Cholesterol,simvastatin
High Cholesterol,pravastatin
High Cholesterol,rosuvastatin
High Cholesterol,lovastatin
High Cholesterol,ezetimibe
High Cholesterol,gemfibrozil
High Cholesterol,niacin
High Cholesterol,ezetimibe AND simvastatin
High Cholesterol,fenofibric acid
High Cholesterol,atorvastatin
High Cholesterol,simvastatin
High Cholesterol,pravastatin
High Cholesterol,rosuvastatin
High Cholesterol,lovastatin
High Cholesterol,ezetimibe
High Cholesterol,gemfibrozil
High Cholesterol,niacin
High Cholesterol,ezetimibe AND simvastatin
High Cholesterol,fenofibric acid
Trophoblastic Disease,methotrexate
Trophoblastic Disease,dinoprostone
Trophoblastic Disease,dactinomycin
Factor IX Deficiency,tranexamic acid
Factor IX Deficiency,coagulation factor ix
Factor IX Deficiency,factor ix complex
Chromomycosis,ketoconazole
Chromomycosis,ketoconazole
Berylliosis,prednisone
Berylliosis,triamcinolone
Berylliosis,cortisone
COPD,prednisone
COPD,montelukast
COPD,budesonide AND formoterol
COPD,fluticasone AND vilanterol
COPD,aclidinium
COPD,levalbuterol
COPD,roflumilast
COPD,umeclidinium AND vilanterol
COPD,olodaterol AND tiotropium
COPD,dyphylline
COPD,fluticasone AND umeclidinium AND vilanterol
COPD,olodaterol
COPD,umeclidinium
Cough,benzonatate
Cough,guaifenesin
Cough,codeine AND guaifenesin
Cough,dextromethorphan
Cough,codeine AND promethazine
Cough,diphenhydramine
Cough,homatropine AND hydrocodone
Cough,dextromethorphan AND guaifenesin
Cough,chlorpheniramine AND hydrocodone
Cough,acetaminophen AND hydrocodone
Cough,dextromethorphan AND promethazine
New Daily Persistent Headache,sumatriptan
New Daily Persistent Headache,levetiracetam
Persistent Depressive Disorder,bupropion
Persistent Depressive Disorder,sertraline
Persistent Depressive Disorder,duloxetine
Persistent Depressive Disorder,citalopram
Persistent Depressive Disorder,amitriptyline
Persistent Depressive Disorder,fluoxetine
Persistent Depressive Disorder,paroxetine
Persistent Depressive Disorder,fluvoxamine
Chronic Eosinophilic Leukemia,imatinib
Chronic Fatigue Syndrome,modafinil
Chronic Fatigue Syndrome,duloxetine
Chronic Fatigue Syndrome,lisdexamfetamine
Chronic Fatigue Syndrome,amantadine
Chronic Fatigue Syndrome,armodafinil
Chronic Fatigue Syndrome,modafinil
Chronic Fatigue Syndrome,duloxetine
Chronic Fatigue Syndrome,lisdexamfetamine
Chronic Fatigue Syndrome,amantadine
Chronic Fatigue Syndrome,armodafinil
Glomerulonephritis,azathioprine
Glomerulonephritis,penicillin g benzathine
Chronic Myelogenous Leukemia,imatinib
Chronic Myelogenous Leukemia,hydroxyurea
Chronic Myelogenous Leukemia,nilotinib
Chronic Myelogenous Leukemia,dasatinib
Chronic Myelogenous Leukemia,anagrelide
Chronic Myelogenous Leukemia,cyclophosphamide
Chronic Myelogenous Leukemia,bosutinib
Chronic Myelogenous Leukemia,ponatinib
Chronic Myelogenous Leukemia,busulfan
Chronic Myelogenous Leukemia,cytarabine
Chronic Myelogenous Leukemia,fludarabine
Chronic Myelogenous Leukemia,omacetaxine
Chronic Myelogenous Leukemia,peginterferon alfa-2b
Hepatitis B,entecavir
Hepatitis B,tenofovir
Hepatitis B,lamivudine
Hepatitis B,adefovir
Hepatitis B,tenofovir alafenamide
Hepatitis B,interferon alfa-2b
Hepatitis B,peginterferon alfa-2a
Hepatitis B,peginterferon alfa-2b
Hepatitis C,ribavirin
Hepatitis C,ledipasvir AND sofosbuvir
Hepatitis C,sofosbuvir
Hepatitis C,sofosbuvir AND velpatasvir
Hepatitis C,peginterferon alfa-2a
Hepatitis C,dasabuvir AND ombitasvir AND paritaprevir AND ritonavir
Hepatitis C,elbasvir AND grazoprevir
Hepatitis C,interferon alfa-2b
Hepatitis C,peginterferon alfa-2b
Hepatitis C,glecaprevir AND pibrentasvir
Hepatitis C,sofosbuvir AND velpatasvir AND voxilaprevir
Chronic Idiopathic Constipation,plecanatide
Chronic Idiopathic Constipation,prucalopride
Chronic Lymphocytic Leukemia,ibrutinib
Chronic Lymphocytic Leukemia,rituximab
Chronic Lymphocytic Leukemia,cyclophosphamide
Chronic Lymphocytic Leukemia,fludarabine
Chronic Lymphocytic Leukemia,chlorambucil
Chronic Lymphocytic Leukemia,bendamustine
Chronic Lymphocytic Leukemia,idelalisib
Chronic Lymphocytic Leukemia,immune globulin intravenous
Chronic Lymphocytic Leukemia,venetoclax
Chronic Lymphocytic Leukemia,obinutuzumab
Chronic Lymphocytic Leukemia,alemtuzumab
Chronic Lymphocytic Leukemia,ofatumumab
Chronic Otitis Media,colistin sulfate AND hydrocortisone AND neomycin AND thonzonium bromide
Tic Disorder,risperidone
Chronic Myelogenous Leukemia,imatinib
Chronic Myelogenous Leukemia,hydroxyurea
Chronic Myelogenous Leukemia,nilotinib
Chronic Myelogenous Leukemia,dasatinib
Chronic Myelogenous Leukemia,anagrelide
Chronic Myelogenous Leukemia,cyclophosphamide
Chronic Myelogenous Leukemia,bosutinib
Chronic Myelogenous Leukemia,ponatinib
Chronic Myelogenous Leukemia,busulfan
Chronic Myelogenous Leukemia,cytarabine
Chronic Myelogenous Leukemia,fludarabine
Chronic Myelogenous Leukemia,omacetaxine
Chronic Myelogenous Leukemia,peginterferon alfa-2b
Chronic Myofascial Pain,cyclobenzaprine
Chronic Myofascial Pain,amitriptyline
Chronic Myofascial Pain,clonazepam
Chronic Myofascial Pain,ibuprofen
Chronic Myofascial Pain,naproxen
COPD,prednisone
COPD,montelukast
COPD,budesonide AND formoterol
COPD,fluticasone AND vilanterol
COPD,aclidinium
COPD,levalbuterol
COPD,roflumilast
COPD,umeclidinium AND vilanterol
COPD,olodaterol AND tiotropium
COPD,dyphylline
COPD,fluticasone AND umeclidinium AND vilanterol
COPD,olodaterol
COPD,umeclidinium
COPD,prednisone
COPD,montelukast
COPD,budesonide AND formoterol
COPD,fluticasone AND vilanterol
COPD,aclidinium
COPD,levalbuterol
COPD,roflumilast
COPD,umeclidinium AND vilanterol
COPD,olodaterol AND tiotropium
COPD,dyphylline
COPD,fluticasone AND umeclidinium AND vilanterol
COPD,olodaterol
COPD,umeclidinium
COPD,prednisone
COPD,montelukast
COPD,budesonide AND formoterol
COPD,fluticasone AND vilanterol
COPD,aclidinium
COPD,levalbuterol
COPD,roflumilast
COPD,umeclidinium AND vilanterol
COPD,olodaterol AND tiotropium
COPD,dyphylline
COPD,fluticasone AND umeclidinium AND vilanterol
COPD,olodaterol
COPD,umeclidinium
Postural Orthostatic Tachycardia Syndrome,midodrine
Postural Orthostatic Tachycardia Syndrome,fludrocortisone
Postural Orthostatic Tachycardia Syndrome,sodium chloride
Postural Orthostatic Tachycardia Syndrome,clonidine
Postural Orthostatic Tachycardia Syndrome,methylphenidate
Postural Orthostatic Tachycardia Syndrome,bupropion
Postural Orthostatic Tachycardia Syndrome,labetalol
Postural Orthostatic Tachycardia Syndrome,octreotide
Chronic Otitis Media,colistin sulfate AND hydrocortisone AND neomycin AND thonzonium bromide
Overactive Bladder,darifenacin
Overactive Bladder,onabotulinumtoxinA
Prostatitis,ciprofloxacin
Prostatitis,doxycycline
Prostatitis,oxybutynin
Prostatitis,levofloxacin
Prostatitis,sulfamethoxazole AND trimethoprim
Prostatitis,cephalexin
Prostatitis,moxifloxacin
Prostatitis,ofloxacin
Prostatitis,ciprofloxacin
Prostatitis,doxycycline
Prostatitis,oxybutynin
Prostatitis,levofloxacin
Prostatitis,sulfamethoxazole AND trimethoprim
Prostatitis,cephalexin
Prostatitis,moxifloxacin
Prostatitis,ofloxacin
Prostatitis,ciprofloxacin
Prostatitis,doxycycline
Prostatitis,oxybutynin
Prostatitis,levofloxacin
Prostatitis,sulfamethoxazole AND trimethoprim
Prostatitis,cephalexin
Prostatitis,moxifloxacin
Prostatitis,ofloxacin
Renal Failure,furosemide
Renal Failure,torsemide
Renal Failure,ethacrynic acid
Sinusitis,amoxicillin
Sinusitis,prednisone
Sinusitis,amoxicillin AND clavulanate
Sinusitis,cefdinir
Sinusitis,azithromycin
Sinusitis,levofloxacin
Sinusitis,cefuroxime
Sinusitis,clarithromycin
Sinusitis,ciprofloxacin
Sinusitis,clindamycin
Sinusitis,sulfamethoxazole AND trimethoprim
Sinusitis,moxifloxacin
HIV Infection,lamivudine
HIV Infection,efavirenz AND emtricitabine AND tenofovir
HIV Infection,ritonavir
HIV Infection,emtricitabine AND tenofovir
HIV Infection,tenofovir
HIV Infection,abacavir
Urinary Tract Infection,ciprofloxacin
Urinary Tract Infection,nitrofurantoin
Urinary Tract Infection,sulfamethoxazole AND trimethoprim
Urinary Tract Infection,amoxicillin
Urinary Tract Infection,doxycycline
Urinary Tract Infection,levofloxacin
Urinary Tract Infection,ceftriaxone
Urinary Tract Infection,amoxicillin AND clavulanate
Urinary Tract Infection,cefuroxime
Urinary Tract Infection,trimethoprim
Urinary Tract Infection,methenamine
Urinary Tract Infection,ampicillin
Tic Disorder,risperidone
Eosinophilic Granulomatosis with Polyangiitis,mepolizumab
Eosinophilic Granulomatosis with Polyangiitis,mepolizumab
Systemic Sclerosis,methotrexate
Systemic Sclerosis,prednisone
Systemic Sclerosis,cyclophosphamide
Systemic Sclerosis,tocilizumab
Neuronal Ceroid Lipofuscinosis,cerliponase alfa
Menopausal Disorders,esterified estrogens AND methyltestosterone
Menopausal Disorders,estradiol AND progesterone
Major Depressive Disorder,bupropion
Major Depressive Disorder,sertraline
Major Depressive Disorder,trazodone
Major Depressive Disorder,venlafaxine
Major Depressive Disorder,fluoxetine
Major Depressive Disorder,mirtazapine
Major Depressive Disorder,duloxetine
Major Depressive Disorder,escitalopram
Chronic Lymphocytic Leukemia,ibrutinib
Chronic Lymphocytic Leukemia,rituximab
Chronic Lymphocytic Leukemia,cyclophosphamide
Chronic Lymphocytic Leukemia,fludarabine
Chronic Lymphocytic Leukemia,chlorambucil
Chronic Lymphocytic Leukemia,bendamustine
Chronic Lymphocytic Leukemia,idelalisib
Chronic Lymphocytic Leukemia,immune globulin intravenous
Chronic Lymphocytic Leukemia,venetoclax
Chronic Lymphocytic Leukemia,obinutuzumab
Chronic Lymphocytic Leukemia,alemtuzumab
Chronic Lymphocytic Leukemia,ofatumumab
Neuronal Ceroid Lipofuscinosis,cerliponase alfa
Clostridioides difficile Infection,vancomycin
Clostridioides difficile Infection,metronidazole
Clostridioides difficile Infection,fidaxomicin
Clostridioides difficile Infection,penicillin g potassium
Clostridioides difficile Infection,penicillin v potassium
Clostridioides difficile Infection,penicillin g sodium
Pseudomembranous Colitis,metronidazole
Pseudomembranous Colitis,vancomycin
Clostridioides difficile Infection,vancomycin
Clostridioides difficile Infection,metronidazole
Clostridioides difficile Infection,fidaxomicin
Clostridioides difficile Infection,penicillin g potassium
Clostridioides difficile Infection,penicillin v potassium
Clostridioides difficile Infection,penicillin g sodium
Pseudomembranous Colitis,metronidazole
Pseudomembranous Colitis,vancomycin
Clostridioides difficile Infection,vancomycin
Clostridioides difficile Infection,metronidazole
Clostridioides difficile Infection,fidaxomicin
Clostridioides difficile Infection,penicillin g potassium
Clostridioides difficile Infection,penicillin v potassium
Clostridioides difficile Infection,penicillin g sodium
Prevention of Clostridioides difficile Infection Recurrence,bezlotoxumab
Clostridioides difficile Infection,vancomycin
Clostridioides difficile Infection,metronidazole
Clostridioides difficile Infection,fidaxomicin
Clostridioides difficile Infection,penicillin g potassium
Clostridioides difficile Infection,penicillin v potassium
Clostridioides difficile Infection,penicillin g sodium
Clostridioides difficile Infection,vancomycin
Clostridioides difficile Infection,metronidazole
Clostridioides difficile Infection,fidaxomicin
Clostridioides difficile Infection,penicillin g potassium
Clostridioides difficile Infection,penicillin v potassium
Clostridioides difficile Infection,penicillin g sodium
Closure of Colostomy,fibrin sealant
Chronic Myelogenous Leukemia,imatinib
Chronic Myelogenous Leukemia,hydroxyurea
Chronic Myelogenous Leukemia,nilotinib
Chronic Myelogenous Leukemia,dasatinib
Chronic Myelogenous Leukemia,anagrelide
