disease,drug
Induced Hypotension,nitroprusside
Neurosis,nortriptyline
Seizures ,levetiracetam
Seizures ,phenobarbital
Seizures ,phenytoin
Seizures ,diazepam
Seizures ,oxcarbazepine
Seizures ,zonisamide
Seizures ,topiramate
Seizures ,valproic acid
Seizures ,primidone
Thalassemia,hydroxyurea
Thalassemia,deferasirox
Thalassemia,deferiprone
COPD,prednisone
COPD,montelukast
COPD,budesonide AND formoterol
COPD,fluticasone AND vilanterol
COPD,aclidinium
COPD,levalbuterol
COPD,roflumilast
COPD,umeclidinium AND vilanterol
COPD,olodaterol AND tiotropium
COPD,dyphylline
COPD,fluticasone AND umeclidinium AND vilanterol
COPD,olodaterol
COPD,umeclidinium
Acute COPD,albuterol
Acute COPD,azithromycin
Acute COPD,epinephrine
Acute COPD,levalbuterol
Acute COPD,ephedrine
Acute COPD,isoproterenol
Maintenance COPD,albuterol
Maintenance COPD,albuterol AND ipratropium
Maintenance COPD,ipratropium
Maintenance COPD,tiotropium
Maintenance COPD,fluticasone AND salmeterol
Maintenance COPD,budesonide AND formoterol
Maintenance COPD,levalbuterol
Corneal Cystine Crystal Accumulation,cysteamine
Corneal Refractive Surgery,ketorolac
Corneal Refractive Surgery,riboflavin
Corneal Ulcer,ciprofloxacin
Corneal Ulcer,ofloxacin
Corneal Ulcer,prednisone
Corneal Ulcer,diclofenac
Corneal Ulcer,levofloxacin
Coronary Arteriography,iodixanol
Coronary Arteriography,iopromide
Coronary Arteriography,ioversol
Coronary Artery Disease,lisinopril
Coronary Artery Disease,amlodipine
Coronary Artery Disease,perindopril
Coronary Artery Disease,amlodipine AND atorvastatin
Coronary Artery Disease,isoxsuprine
Coronary Artery Disease,rivaroxaban
Coronary Artery Disease,lisinopril
Coronary Artery Disease,amlodipine
Coronary Artery Disease,perindopril
Coronary Artery Disease,amlodipine AND atorvastatin
Coronary Artery Disease,isoxsuprine
Coronary Artery Disease,rivaroxaban
Cold Symptoms,diphenhydramine
Cold Symptoms,chlorpheniramine
Cold Symptoms,acetaminophen AND chlorpheniramine AND phenylephrine
Cold Symptoms,pseudoephedrine AND triprolidine
Costochondritis,ibuprofen
Costochondritis,naproxen
Costochondritis,lidocaine
Cough,benzonatate
Cough,guaifenesin
Cough,codeine AND guaifenesin
Cough,dextromethorphan
Cough,codeine AND promethazine
Cough,diphenhydramine
Cough,homatropine AND hydrocodone
Cough,dextromethorphan AND guaifenesin
Cough,chlorpheniramine AND hydrocodone
Cough,acetaminophen AND hydrocodone
Cough,dextromethorphan AND promethazine
Cough and Nasal Congestion,brompheniramine AND dextromethorphan AND pseudoephedrine
Cough and Nasal Congestion,guaifenesin AND pseudoephedrine
Cough and Nasal Congestion,dextromethorphan AND guaifenesin AND phenylephrine
Cough and Nasal Congestion,guaifenesin AND phenylephrine
Cough and Nasal Congestion,chlorpheniramine AND hydrocodone AND pseudoephedrine
Cough and Nasal Congestion,codeine AND phenylephrine AND promethazine
Cough and Nasal Congestion,brompheniramine AND dextromethorphan AND pseudoephedrine
Cough and Nasal Congestion,guaifenesin AND pseudoephedrine
Cough and Nasal Congestion,dextromethorphan AND guaifenesin AND phenylephrine
Cough and Nasal Congestion,guaifenesin AND phenylephrine
Cough and Nasal Congestion,chlorpheniramine AND hydrocodone AND pseudoephedrine
Cough and Nasal Congestion,codeine AND phenylephrine AND promethazine
Cough,benzonatate
Cough,guaifenesin
Cough,codeine AND guaifenesin
Cough,dextromethorphan
Cough,codeine AND promethazine
Cough,diphenhydramine
Cough,homatropine AND hydrocodone
Cough,dextromethorphan AND guaifenesin
Cough,chlorpheniramine AND hydrocodone
Cough,acetaminophen AND hydrocodone
Cough,dextromethorphan AND promethazine
Prostatitis,ciprofloxacin
Prostatitis,doxycycline
Prostatitis,oxybutynin
Prostatitis,levofloxacin
Prostatitis,sulfamethoxazole AND trimethoprim
Prostatitis,cephalexin
Prostatitis,moxifloxacin
Prostatitis,ofloxacin
Prostatitis,ciprofloxacin
Prostatitis,doxycycline
Prostatitis,oxybutynin
Prostatitis,levofloxacin
Prostatitis,sulfamethoxazole AND trimethoprim
Prostatitis,cephalexin
Prostatitis,moxifloxacin
Prostatitis,ofloxacin
Lice,permethrin
Lice,lindane
Lice,piperonyl butoxide AND pyrethrins
Lice,spinosad
Cutaneous Larva Migrans,ivermectin
Cutaneous Larva Migrans,albendazole
Glomerulonephritis,azathioprine
Glomerulonephritis,penicillin g benzathine
Scleroderma,methotrexate
Scleroderma,prednisone
Scleroderma,cyclophosphamide
Renal Failure,furosemide
Renal Failure,torsemide
Renal Failure,ethacrynic acid
Hyperbilirubinemia,phenobarbital
Crohn's Disease,azathioprine
Crohn's Disease,mesalamine
Crohn's Disease,budesonide
Crohn's Disease,sulfasalazine
Crohn's Disease,hyoscyamine
Crohn's Disease,cholestyramine
Crohn's Disease,infliximab
Crohn's Disease,adalimumab
Crohn's Disease,vedolizumab
Crohn's Disease,rifaximin
Crohn's Disease,certolizumab
Crohn's Disease,cyclosporine
Crohn's Disease,tacrolimus
Crohn's Disease,ustekinumab
Crohn's Disease,mycophenolate mofetil
Crohn'Acute s Disease,mercaptopurine
Crohn'Acute s Disease,metronidazole
Crohn'Acute s Disease,azathioprine
Crohn'Acute s Disease,budesonide
Crohn'Acute s Disease,prednisone
Crohn'Acute s Disease,sulfasalazine
Crohn'Acute s Disease,adalimumab
Crohn'Acute s Disease,infliximab
Crohn'Acute s Disease,ciprofloxacin
Crohn'Acute s Disease,prednisolone
Crohn'Acute s Disease,dexamethasone
Crohn'Acute s Disease,certolizumab
Crohn'Acute s Disease,hydrocortisone
Crohn'Acute s Disease,betamethasone
Crohn'Maintenance s Disease,mercaptopurine
Crohn'Maintenance s Disease,mesalamine
Crohn'Maintenance s Disease,azathioprine
Crohn'Maintenance s Disease,metronidazole
Crohn'Maintenance s Disease,budesonide
Crohn'Maintenance s Disease,sulfasalazine
Crohn'Maintenance s Disease,infliximab
Crohn'Maintenance s Disease,adalimumab
Crohn'Maintenance s Disease,certolizumab
Crohn'Maintenance s Disease,vedolizumab
Crohn'Maintenance s Disease,natalizumab
Croup,dexamethasone
Crow's Feet,onabotulinumtoxinA
Reflex Sympathetic Dystrophy Syndrome,gabapentin
Reflex Sympathetic Dystrophy Syndrome,trazodone
Reflex Sympathetic Dystrophy Syndrome,amitriptyline
Reflex Sympathetic Dystrophy Syndrome,nortriptyline
Reflex Sympathetic Dystrophy Syndrome,milnacipran
Reflex Sympathetic Dystrophy Syndrome,pregabalin
Reflex Sympathetic Dystrophy Syndrome,doxepin
Reflex Sympathetic Dystrophy Syndrome,carbamazepine
Cryopyrin-Associated Periodic Syndromes,rilonacept
Cryopyrin-Associated Periodic Syndromes,anakinra
Cryopyrin-Associated Periodic Syndromes,canakinumab
Immunocompetent Host Cryptococcal Meningitis,fluconazole
Immunocompetent Host Cryptococcal Meningitis,flucytosine
Immunocompetent Host Cryptococcal Meningitis,amphotericin b
Immunosuppressed Host Cryptococcal Meningitis,fluconazole
Immunosuppressed Host Cryptococcal Meningitis,amphotericin b
Immunosuppressed Host Cryptococcal Meningitis,flucytosine
Immunosuppressed Host Cryptococcal Meningitis,itraconazole
Immunosuppressed Host Cryptococcal Meningitis,amphotericin b liposomal
Cryptococcosis,fluconazole
Cryptococcosis,amphotericin b
Cryptococcosis,flucytosine
Cryptococcosis,amphotericin b liposomal
Cryptococcosis,itraconazole
Cryptococcosis,amphotericin b lipid complex
Cryptosporidiosis,nitazoxanide
Cryptosporidiosis,paromomycin
Cryptosporidiosis,nitazoxanide
Cryptosporidiosis,paromomycin
Cryptosporidiosis,nitazoxanide
Cryptosporidiosis,paromomycin
Bartonellosis,rifampin
Bartonellosis,doxycycline
Bartonellosis,azithromycin
Bartonellosis,minocycline
Bartonellosis,erythromycin
Skin and Structure Infection,mupirocin
Skin and Structure Infection,amoxicillin AND clavulanate
Skin and Structure Infection,azithromycin
Skin and Structure Infection,gentamicin
Skin and Structure Infection,ciprofloxacin
Skin and Structure Infection,minocycline
Skin and Structure Infection,cefdinir
Skin and Structure Infection,cefuroxime
Skin and Structure Infection,clarithromycin
Skin and Structure Infection,linezolid
Skin and Structure Infection,cefadroxil
Skin and Structure Infection,meropenem
Skin and Structure Infection,ceftriaxone
Cutaneous T-cell Lymphoma,romidepsin
Cutaneous T-cell Lymphoma,clobetasol
Cutaneous T-cell Lymphoma,vorinostat
Cutaneous T-cell Lymphoma,bexarotene
Cutaneous T-cell Lymphoma,methoxsalen
Cutaneous T-cell Lymphoma,interferon gamma-1b
Cutaneous T-cell Lymphoma,bexarotene
Cushing's Syndrome,dexamethasone
Cushing's Syndrome,cyproheptadine
Cushing's Syndrome,mifepristone
Cushing's Syndrome,corticorelin
Cushing's Syndrome,pasireotide
Cushing's Syndrome,dexamethasone
Cushing's Syndrome,cyproheptadine
Cushing's Syndrome,mifepristone
Cushing's Syndrome,corticorelin
Cushing's Syndrome,pasireotide
Cushing's Syndrome,dexamethasone
Cushing's Syndrome,cyproheptadine
Cushing's Syndrome,mifepristone
Cushing's Syndrome,corticorelin
Cushing's Syndrome,pasireotide
Anthrax,ciprofloxacin
Anthrax,levofloxacin
Anthrax,doxycycline
Anthrax,moxifloxacin
Anthrax,penicillin g potassium
Anthrax,chloramphenicol
Anthrax,ofloxacin
Anthrax,anthrax immune globulin intravenous
Merkel Cell Carcinoma,avelumab
Merkel Cell Carcinoma,pembrolizumab
Cutaneous Bacillus anthracis,doxycycline
Cutaneous Bacillus anthracis,ciprofloxacin
Cutaneous Bacillus anthracis,amoxicillin
Cutaneous Bacillus anthracis,penicillin g potassium
Cutaneous Bacillus anthracis,moxifloxacin
Cutaneous Bacillus anthracis,procaine penicillin
Cutaneous Candidiasis,nystatin
Cutaneous Candidiasis,nystatin AND triamcinolone
Cutaneous Candidiasis,clotrimazole
Cutaneous Candidiasis,ketoconazole
Cutaneous Candidiasis,miconazole
Cutaneous Candidiasis,terbinafine
Cutaneous Candidiasis,ciclopirox
Cutaneous Candidiasis,econazole
Cutaneous Fungal Infection,voriconazole
Cutaneous Larva Migrans,ivermectin
Cutaneous Larva Migrans,albendazole
Leishmaniasis,allopurinol
Leishmaniasis,amphotericin b
Leishmaniasis,amphotericin b liposomal
Leishmaniasis,pentamidine
Leishmaniasis,miltefosine
Leishmaniasis,amphotericin b lipid complex
Cutaneous Mastocytosis,ranitidine
Cutaneous Mastocytosis,famotidine
Cutaneous Mastocytosis,cimetidine
Cutaneous Sporotrichosis,potassium iodide
Cutaneous T-cell Lymphoma,romidepsin
Cutaneous T-cell Lymphoma,clobetasol
Cutaneous T-cell Lymphoma,vorinostat
Cutaneous T-cell Lymphoma,bexarotene
Cutaneous T-cell Lymphoma,methoxsalen
Cutaneous T-cell Lymphoma,interferon gamma-1b
Cutaneous T-cell Lymphoma,bexarotene
Minor Cuts,pramoxine AND zinc acetate
Minor Cuts,benzethonium chloride
Ischemic Stroke,clopidogrel
Ischemic Stroke,aspirin
Ischemic Stroke,alteplase
Ischemic Stroke,nimodipine
Cyanide Poisoning,hydroxocobalamin
Cyanide Poisoning,sodium nitrite AND sodium thiosulfate
Cyanide Poisoning,amyl nitrite
Cyanide Poisoning,sodium thiosulfate
Cyanide Poisoning,sodium nitrite
Cyclic Vomiting Syndrome,amitriptyline
Cyclic Vomiting Syndrome,nortriptyline
Cyclic Vomiting Syndrome,sumatriptan
Cyclic Vomiting Syndrome,zolmitriptan
Cyclic Vomiting Syndrome,amitriptyline
Cyclic Vomiting Syndrome,nortriptyline
Cyclic Vomiting Syndrome,sumatriptan
Cyclic Vomiting Syndrome,zolmitriptan
Cyclitis,loteprednol
Cyclitis,dexamethasone
Cyclitis,loteprednol AND tobramycin
Cyclothymic Disorder,lamotrigine
Cyclothymic Disorder,divalproex sodium
Cyclothymic Disorder,oxcarbazepine
Cyclothymic Disorder,lithium
Cyclothymic Disorder,carbamazepine
Cyclothymic Disorder,lamotrigine
Cyclothymic Disorder,divalproex sodium
Cyclothymic Disorder,oxcarbazepine
Cyclothymic Disorder,lithium
Cyclothymic Disorder,carbamazepine
Acne,doxycycline
Acne,spironolactone
Acne,minocycline
Acne,clindamycin
Acne,tretinoin
Acne,isotretinoin
Acne,benzoyl peroxide
Acne,adapalene
Acne,tetracycline
Acne,cephalexin
Acne,sulfamethoxazole AND trimethoprim
Cystic Fibrosis,azithromycin
Cystic Fibrosis,tobramycin
Cystic Fibrosis,dornase alfa
Cystic Fibrosis,pancrelipase
Cystic Fibrosis,vitamin e
Cystic Fibrosis,ivacaftor
Cystic Fibrosis,amikacin
Cystic Fibrosis,aztreonam
Cystic Fibrosis,gentamicin
Cystic Fibrosis,ivacaftor AND lumacaftor
Cysticercus cellulosae,albendazole
Cysticercus cellulosae,praziquantel
Cystinuria,captopril
Cystinuria,tiopronin
Cystinuria,penicillamine
Bladder Infection,ciprofloxacin
Bladder Infection,nitrofurantoin
Bladder Infection,cephalexin
Bladder Infection,amoxicillin
Bladder Infection,levofloxacin
Bladder Infection,trimethoprim
Bladder Infection,cefuroxime
Bladder Infection,methenamine
Bladder Infection,cefpodoxime
Bladder Infection,fosfomycin
Prevention of Bladder infection ,nitrofurantoin
Prevention of Bladder infection ,methenamine
Prevention of Bladder infection ,trimethoprim
Prevention of Bladder infection ,sulfamethoxazole AND trimethoprim
Urinary Tract Infection,ciprofloxacin
Urinary Tract Infection,nitrofurantoin
Urinary Tract Infection,sulfamethoxazole AND trimethoprim
Urinary Tract Infection,amoxicillin
Urinary Tract Infection,doxycycline
Urinary Tract Infection,levofloxacin
Urinary Tract Infection,ceftriaxone
Urinary Tract Infection,amoxicillin AND clavulanate
Urinary Tract Infection,cefuroxime
Urinary Tract Infection,trimethoprim
Urinary Tract Infection,methenamine
Urinary Tract Infection,ampicillin
Interstitial Cystitis,phenazopyridine
Interstitial Cystitis,amitriptyline
Interstitial Cystitis,hydroxyzine
Interstitial Cystitis,pentosan polysulfate sodium
Interstitial Cystitis,trospium
Interstitial Cystitis,imipramine
Interstitial Cystitis,dimethyl sulfoxide
Alkylating Agent Cystitis,sodium bicarbonate
Alkylating Agent Cystitis,citric acid AND sodium citrate
Cystourethrography,iohexol
Cytokine Release Syndrome,tocilizumab
Cytokine Release Syndrome,tocilizumab
CMV Gastroenteritis,foscarnet
CMV Gastroenteritis,foscarnet
CMV Infection,ganciclovir
CMV Prophylaxis,valacyclovir
CMV Prophylaxis,valganciclovir
CMV Prophylaxis,ganciclovir
CMV Prophylaxis,cytomegalovirus immune globulin
CMV Prophylaxis,letermovir
CMV Retinitis,valganciclovir
CMV Retinitis,ganciclovir
CMV Retinitis,foscarnet
CMV Retinitis,cidofovir
CMV Retinitis,ganciclovir
Dandruff,ketoconazole
Dandruff,pyrithione zinc
Dandruff,salicylic acid AND sulfur
Dandruff,selenium sulfide
Dandruff,salicylic acid
Narcolepsy,modafinil
Narcolepsy,methylphenidate
Narcolepsy,dextroamphetamine
Narcolepsy,amphetamine AND dextroamphetamine
Narcolepsy,armodafinil
Narcolepsy,amphetamine
Narcolepsy,desvenlafaxine
Narcolepsy,sodium oxybate
Narcolepsy,ephedrine
Narcolepsy,lisdexamfetamine
Narcolepsy,solriamfetol
Breast Cancer,tamoxifen
Breast Cancer,anastrozole
Breast Cancer,letrozole
Breast Cancer,exemestane
Breast Cancer,cyclophosphamide
Breast Cancer,methotrexate
Breast Cancer,doxorubicin
Breast Cancer,paclitaxel
Breast Cancer,trastuzumab
Breast Cancer,capecitabine
Breast Cancer,everolimus
Synovitis,prednisone
Synovitis,dexamethasone
Synovitis,triamcinolone
Dermal Ulcer,collagenase
Dermal Ulcer,becaplermin
Dermal Ulcer,cadexomer iodine
Dermal Ulcer,collagenase
Dermal Ulcer,becaplermin
Dermal Ulcer,cadexomer iodine
Deep Neck Infection,clindamycin
Deep Neck Infection,metronidazole
Deep Neck Infection,ampicillin AND sulbactam
Deep Neck Infection,cilastatin AND imipenem
Deep Neck Infection,piperacillin AND tazobactam
Deep Neck Infection,cefoxitin
Deep Neck Infection,penicillin g potassium
Deep Neck Infection,penicillin g sodium
Deep Vein Thrombosis,enoxaparin
Deep Vein Thrombosis,rivaroxaban
Deep Vein Thrombosis,heparin
Deep Vein Thrombosis,apixaban
Deep Vein Thrombosis,dabigatran
Deep Vein Thrombosis,fondaparinux
Deep Vein Thrombosis,edoxaban
Deep Vein Thrombosis,urokinase
Deep Vein Thrombosis Prophylaxis after Abdominal Surgery,enoxaparin
Deep Vein Thrombosis Prophylaxis after Abdominal Surgery,dalteparin
Deep Vein Thrombosis Prophylaxis after Abdominal Surgery,fondaparinux
Deep Vein Thrombosis Prophylaxis after Hip Replacement Surgery,warfarin
Deep Vein Thrombosis Prophylaxis after Hip Replacement Surgery,enoxaparin
Deep Vein Thrombosis Prophylaxis after Hip Replacement Surgery,rivaroxaban
Deep Vein Thrombosis Prophylaxis after Hip Replacement Surgery,apixaban
Deep Vein Thrombosis Prophylaxis after Hip Replacement Surgery,fondaparinux
Deep Vein Thrombosis Prophylaxis after Hip Replacement Surgery,dalteparin
Deep Vein Thrombosis Prophylaxis after Knee Replacement Surgery,warfarin
Deep Vein Thrombosis Prophylaxis after Knee Replacement Surgery,enoxaparin
Deep Vein Thrombosis Prophylaxis after Knee Replacement Surgery,apixaban
Deep Vein Thrombosis Prophylaxis after Knee Replacement Surgery,rivaroxaban
Deep Vein Thrombosis Prophylaxis after Knee Replacement Surgery,fondaparinux
Deep Vein Thrombosis Prophylaxis after Orthopedic Surgery,dalteparin
First Event Deep Vein Thrombosis,warfarin
Prophylaxis Deep Vein Thrombosis,enoxaparin
Prophylaxis Deep Vein Thrombosis,heparin
Prophylaxis Deep Vein Thrombosis,rivaroxaban
Prophylaxis Deep Vein Thrombosis,apixaban
Prophylaxis Deep Vein Thrombosis,fondaparinux
Prophylaxis Deep Vein Thrombosis,dalteparin
Prophylaxis Deep Vein Thrombosis,dabigatran
Prophylaxis Deep Vein Thrombosis,desirudin
Recurrent Event Deep Vein Thrombosis,warfarin
Recurrent Event Deep Vein Thrombosis,rivaroxaban
Deep Vein ThrombosisANDPulmonary Embolism Prophylaxis Following Hip Replacement Surgery,dabigatran
Deep Vein Thrombosis,enoxaparin
Deep Vein Thrombosis,rivaroxaban
Deep Vein Thrombosis,heparin
Deep Vein Thrombosis,apixaban
Deep Vein Thrombosis,dabigatran
Deep Vein Thrombosis,fondaparinux
Deep Vein Thrombosis,edoxaban
Deep Vein Thrombosis,urokinase
Osteoarthritis,meloxicam
Osteoarthritis,diclofenac
Osteoarthritis,naproxen
Osteoarthritis,ibuprofen
Osteoarthritis,celecoxib
Osteoarthritis,chondroitin AND glucosamine
Osteoarthritis,diclofenac
Osteoarthritis,etodolac
Osteoarthritis,prednisone
Osteoarthritis,aspirin
Osteoarthritis,nabumetone
Osteoarthritis,duloxetine
Back Pain,tramadol
Back Pain,ibuprofen
Back Pain,acetaminophen AND hydrocodone
Back Pain,naproxen
Back Pain,diclofenac
Back Pain,duloxetine
Back Pain,aspirin
Back Pain,nabumetone
Osteoarthritis,meloxicam
Osteoarthritis,diclofenac
Osteoarthritis,naproxen
Osteoarthritis,ibuprofen
Osteoarthritis,celecoxib
Osteoarthritis,chondroitin AND glucosamine
Osteoarthritis,diclofenac
Osteoarthritis,etodolac
Osteoarthritis,prednisone
Osteoarthritis,aspirin
Osteoarthritis,nabumetone
Osteoarthritis,duloxetine
Dehydration,lvp solution
Gastroparesis,metoclopramide
Male Delayed Puberty,testosterone
Male Delayed Puberty,methyltestosterone
Male Delayed Puberty,fluoxymesterone
Induced Hypotension,nitroprusside
Alcohol Withdrawal,gabapentin
Alcohol Withdrawal,baclofen
Alcohol Withdrawal,chlordiazepoxide
Alcohol Withdrawal,diazepam
Alcohol Withdrawal,clonidine
Alcohol Withdrawal,atenolol
Alcohol Withdrawal,oxazepam
Alcohol Withdrawal,clorazepate
Paranoid Disorder,risperidone
Paranoid Disorder,quetiapine
Paranoid Disorder,olanzapine
Paranoid Disorder,clozapine
Paranoid Disorder,ziprasidone
Dementia,haloperidol
Dementia,ergoloid mesylates
Lewy Body Dementia,donepezil
Lewy Body Dementia,rivastigmine
Herpetic Keratitis,trifluridine
Herpetic Keratitis,acyclovir
Herpetic Keratitis,trifluridine
Herpetic Keratitis,acyclovir
Dengue Fever,acetaminophen
Dengue Fever,acetaminophen
Dengue Fever,acetaminophen
Oral and Dental Conditions,benzocaine
Oral and Dental Conditions,hydrogen peroxide
Dental Abscess,amoxicillin
Dental Abscess,metronidazole
Dental Abscess,clarithromycin
Dental Abscess,erythromycin
Toothache,ibuprofen
Depression,bupropion
Depression,sertraline
Depression,citalopram
Depression,fluoxetine
Depression,escitalopram
Depression,venlafaxine
Depression,duloxetine
Depression,trazodone
Depression,mirtazapine
Depression,paroxetine
Persistent Depressive Disorder,bupropion
Persistent Depressive Disorder,sertraline
Persistent Depressive Disorder,duloxetine
Persistent Depressive Disorder,citalopram
Persistent Depressive Disorder,amitriptyline
Persistent Depressive Disorder,fluoxetine
Persistent Depressive Disorder,paroxetine
Persistent Depressive Disorder,fluvoxamine
Neurotic Depression,amitriptyline
Postpartum Depression,sertraline
Postpartum Depression,citalopram
Postpartum Depression,fluoxetine
Postpartum Depression,venlafaxine
Postpartum Depression,paroxetine
Postpartum Depression,brexanolone
Postpartum Depression,sertraline
Postpartum Depression,citalopram
Postpartum Depression,fluoxetine
Postpartum Depression,venlafaxine
Postpartum Depression,paroxetine
Postpartum Depression,brexanolone
Depressive Psychosis,olanzapine
Depressive Psychosis,amitriptyline
Depressive Psychosis,olanzapine
Depressive Psychosis,amitriptyline
Dercum's Disease,fentanyl
Dercum's Disease,pregabalin
Dercum's Disease,fentanyl
Dercum's Disease,pregabalin
Prophylaxis Dermal Necrosis,triamcinolone
Treatment Dermal Necrosis,phentolamine
Dermal Ulcer,collagenase
Dermal Ulcer,becaplermin
Dermal Ulcer,cadexomer iodine
Excoriation Disorder,fluoxetine
Excoriation Disorder,paroxetine
Excoriation Disorder,citalopram
Dermatitis,triamcinolone
Dermatitis,clobetasol
Dermatitis,betamethasone
Dermatitis,triamcinolone
Dermatitis,hydrocortisone
Dermatitis,fluocinonide
Dermatitis,desonide
Dermatitis,mometasone
Dermatitis,fluocinolone
Dermatitis,prednisolone
Dermatitis,desoximetasone
Dermatitis,fluticasone
Dermatitis Herpetiformis,dapsone
Dermatitis Herpetiformis,prednisone
Dermatitis Herpetiformis,dexamethasone
Chromomycosis,ketoconazole
Atopic Dermatitis,triamcinolone
Atopic Dermatitis,clobetasol
Atopic Dermatitis,betamethasone
Atopic Dermatitis,fluocinonide
Atopic Dermatitis,hydrocortisone
Atopic Dermatitis,tacrolimus
Atopic Dermatitis,prednisone
Atopic Dermatitis,mometasone
Atopic Dermatitis,desonide
Atopic Dermatitis,fluocinolone
Atopic Dermatitis,desoximetasone
Atopic Dermatitis,fluticasone
Atopic Dermatitis,methylprednisolone
Atopic Dermatitis,dexamethasone
Atopic Dermatitis,azathioprine
Eczema,triamcinolone
Eczema,mometasone
Eczema,hydrocortisone
Eczema,clobetasol
Eczema,desonide
Eczema,prednisone
Eczema,fluocinonide
Eczema,ranitidine
Eczema,desoximetasone
Eczema,methotrexate
Eczema,halobetasol
Eczema,pimecrolimus
Eczema,dexamethasone
Eczema,fluocinolone
Eczema,alclometasone
Eczema,azathioprine
Atopic Dermatitis,triamcinolone
Atopic Dermatitis,clobetasol
Atopic Dermatitis,betamethasone
Atopic Dermatitis,fluocinonide
Atopic Dermatitis,hydrocortisone
Atopic Dermatitis,tacrolimus
Atopic Dermatitis,prednisone
Atopic Dermatitis,mometasone
Atopic Dermatitis,desonide
Atopic Dermatitis,fluocinolone
Atopic Dermatitis,desoximetasone
Atopic Dermatitis,fluticasone
Atopic Dermatitis,methylprednisolone
Atopic Dermatitis,dexamethasone
Atopic Dermatitis,azathioprine
Diaper Rash,zinc oxide
Diaper Rash,miconazole AND zinc oxide
Diaper Rash,lanolin
Diaper Rash,menthol AND zinc oxide
Diaper Rash,vitamin a & d
Diaper Rash,"vitamins a, d, and e"
Dermatofibrosarcoma Protuberans,imatinib
Dermatographism,carbinoxamine
Photoaging of the Skin ,tretinoin
Dermatologic Lesion,zinc oxide
Dermatologic Lesion,methylprednisolone
Dermatologic Lesion,balsam peru AND castor oil AND trypsin
Dermatologic Lesion,fluticasone
Dermatologic Lesion,sodium hyaluronate
Dermatologic Lesion,balsam peru AND castor oil
Dermatological Disorders,betamethasone
Dermatological Disorders,betamethasone
Dermatological Disorders,triamcinolone
Dermatological Disorders,clobetasol
Dermatological Disorders,hydroquinone
Dermatological Disorders,urea
Dermatological Disorders,salicylic acid
Dermatological Disorders,hydrocortisone AND pramoxine
Dermatological Disorders,silver
Dermatomyositis,prednisone
Dermatomyositis,methotrexate
Dermatomyositis,hydroxychloroquine
Dermatomyositis,azathioprine
Dermatomyositis,mycophenolic acid
Dermatomyositis,mycophenolate mofetil
Dermatomyositis,cyclophosphamide
Dermatomyositis,cortisone
Dermatophytosis,ketoconazole
Dermatophytosis,griseofulvin
Dermatophytosis,itraconazole
Systemic Sclerosis,methotrexate
Systemic Sclerosis,prednisone
Systemic Sclerosis,cyclophosphamide
Systemic Sclerosis,tocilizumab
Urinary Frequency,oxybutynin
Urinary Frequency,tolterodine
Urinary Frequency,mirabegron
Urinary Frequency,solifenacin
Urinary Frequency,trospium
Urinary Frequency,darifenacin
Urinary Frequency,fesoterodine
Urinary Frequency,flavoxate
Urinary Frequency,onabotulinumtoxinA
Type 2 Diabetes,metformin
Type 2 Diabetes,glipizide
Type 2 Diabetes,glimepiride
Type 2 Diabetes,pioglitazone
Type 2 Diabetes,liraglutide
Type 2 Diabetes,sitagliptin
Type 2 Diabetes,metformin AND sitagliptin
Diabetes Insipidus,hydrochlorothiazide
Diabetes Insipidus,desmopressin
Diabetes Insipidus,vasopressin
Diabetes Mellitus,insulin degludec
Diabetes Mellitus,insulin aspart AND insulin degludec
Type 1 Diabetes,insulin glargine
Type 1 Diabetes,insulin lispro
Type 1 Diabetes,insulin aspart
Type 1 Diabetes,insulin regular
Type 1 Diabetes,insulin glulisine
Type 2 Diabetes,metformin
Type 2 Diabetes,glipizide
Type 2 Diabetes,glimepiride
Type 2 Diabetes,pioglitazone
Type 2 Diabetes,liraglutide
Type 2 Diabetes,sitagliptin
Type 2 Diabetes,metformin AND sitagliptin
Type 3c Diabetes,metformin
Dermal Ulcer,collagenase
Dermal Ulcer,becaplermin
Dermal Ulcer,cadexomer iodine
Nonketotic Hyperosmolar Syndrome,insulin regular
Nonketotic Hyperosmolar Syndrome,insulin glulisine
Nonketotic Hyperosmolar Syndrome,insulin lispro
Nonketotic Hyperosmolar Syndrome,insulin aspart
Diabetic Ketoacidosis,sodium bicarbonate
Diabetic Ketoacidosis,insulin regular
Diabetic Ketoacidosis,insulin lispro
Diabetic Ketoacidosis,insulin aspart
Diabetic Ketoacidosis,insulin glulisine
Diabetic Kidney Disease ,lisinopril
Diabetic Kidney Disease ,losartan
Diabetic Kidney Disease ,ramipril
Diabetic Kidney Disease ,enalapril
Diabetic Kidney Disease ,irbesartan
Diabetic Kidney Disease ,benazepril
Diabetic Kidney Disease ,captopril
Diabetic Kidney Disease ,quinapril
Diabetic Kidney Disease ,perindopril
Diabetic Kidney Disease ,fosinopril
Diabetic Kidney Disease ,moexipril
Diabetic Kidney Disease ,trandolapril
Diabetic Kidney Disease ,canagliflozin
Diabetic Macular Edema,fluocinolone
Diabetic Macular Edema,dexamethasone
Diabetic Macular Edema,ranibizumab
Diabetic Macular Edema,aflibercept
Diabetic Kidney Disease ,lisinopril
Diabetic Kidney Disease ,losartan
Diabetic Kidney Disease ,ramipril
Diabetic Kidney Disease ,enalapril
